priceUsd,time,date,asset_name
1601.44698378182,1663113600000,2022-09-14 00:00:00+00:00,ethereum
1563.0975767398436,1663200000000,2022-09-15 00:00:00+00:00,ethereum
1455.5042959479583,1663286400000,2022-09-16 00:00:00+00:00,ethereum
1444.786213574508,1663372800000,2022-09-17 00:00:00+00:00,ethereum
1421.7863073763865,1663459200000,2022-09-18 00:00:00+00:00,ethereum
1331.3769083875184,1663545600000,2022-09-19 00:00:00+00:00,ethereum
1353.732072479471,1663632000000,2022-09-20 00:00:00+00:00,ethereum
1329.467742058554,1663718400000,2022-09-21 00:00:00+00:00,ethereum
1286.1783752451706,1663804800000,2022-09-22 00:00:00+00:00,ethereum
1314.59393941779,1663891200000,2022-09-23 00:00:00+00:00,ethereum
1329.759904712265,1663977600000,2022-09-24 00:00:00+00:00,ethereum
1314.9230778277038,1664064000000,2022-09-25 00:00:00+00:00,ethereum
1312.666930608282,1664150400000,2022-09-26 00:00:00+00:00,ethereum
1361.5970389367785,1664236800000,2022-09-27 00:00:00+00:00,ethereum
1310.6072061831287,1664323200000,2022-09-28 00:00:00+00:00,ethereum
1331.6021103803944,1664409600000,2022-09-29 00:00:00+00:00,ethereum
1337.676254142251,1664496000000,2022-09-30 00:00:00+00:00,ethereum
1323.419739134058,1664582400000,2022-10-01 00:00:00+00:00,ethereum
1303.4336218568935,1664668800000,2022-10-02 00:00:00+00:00,ethereum
1304.2726415979848,1664755200000,2022-10-03 00:00:00+00:00,ethereum
1344.9587638322587,1664841600000,2022-10-04 00:00:00+00:00,ethereum
1347.5965185669857,1664928000000,2022-10-05 00:00:00+00:00,ethereum
1364.7756617490115,1665014400000,2022-10-06 00:00:00+00:00,ethereum
1344.5092950713872,1665100800000,2022-10-07 00:00:00+00:00,ethereum
1327.54495397325,1665187200000,2022-10-08 00:00:00+00:00,ethereum
1319.8262503273097,1665273600000,2022-10-09 00:00:00+00:00,ethereum
1313.6809062233008,1665360000000,2022-10-10 00:00:00+00:00,ethereum
1283.0318276421783,1665446400000,2022-10-11 00:00:00+00:00,ethereum
1294.7261459776175,1665532800000,2022-10-12 00:00:00+00:00,ethereum
1272.921853325814,1665619200000,2022-10-13 00:00:00+00:00,ethereum
1315.8202304645572,1665705600000,2022-10-14 00:00:00+00:00,ethereum
1288.4490472848156,1665792000000,2022-10-15 00:00:00+00:00,ethereum
1288.5515546028264,1665878400000,2022-10-16 00:00:00+00:00,ethereum
1317.3330396595704,1665964800000,2022-10-17 00:00:00+00:00,ethereum
1322.271926307685,1666051200000,2022-10-18 00:00:00+00:00,ethereum
1299.7552862530997,1666137600000,2022-10-19 00:00:00+00:00,ethereum
1290.183302242606,1666224000000,2022-10-20 00:00:00+00:00,ethereum
1289.1168023333664,1666310400000,2022-10-21 00:00:00+00:00,ethereum
1307.1605210788523,1666396800000,2022-10-22 00:00:00+00:00,ethereum
1318.6568936900403,1666483200000,2022-10-23 00:00:00+00:00,ethereum
1345.666227684981,1666569600000,2022-10-24 00:00:00+00:00,ethereum
1389.882208155256,1666656000000,2022-10-25 00:00:00+00:00,ethereum
1527.0142690082796,1666742400000,2022-10-26 00:00:00+00:00,ethereum
1548.7701060831942,1666828800000,2022-10-27 00:00:00+00:00,ethereum
1525.1717339509244,1666915200000,2022-10-28 00:00:00+00:00,ethereum
1605.2359271385167,1667001600000,2022-10-29 00:00:00+00:00,ethereum
1600.1563334420716,1667088000000,2022-10-30 00:00:00+00:00,ethereum
1578.953736437025,1667174400000,2022-10-31 00:00:00+00:00,ethereum
1581.6884899376212,1667260800000,2022-11-01 00:00:00+00:00,ethereum
1560.7127530550326,1667347200000,2022-11-02 00:00:00+00:00,ethereum
1541.702538157921,1667433600000,2022-11-03 00:00:00+00:00,ethereum
1596.3675341692838,1667520000000,2022-11-04 00:00:00+00:00,ethereum
1640.8488535918216,1667606400000,2022-11-05 00:00:00+00:00,ethereum
1616.2696872551794,1667692800000,2022-11-06 00:00:00+00:00,ethereum
1580.524266794986,1667779200000,2022-11-07 00:00:00+00:00,ethereum
1460.1184349670373,1667865600000,2022-11-08 00:00:00+00:00,ethereum
1228.1678624034269,1667952000000,2022-11-09 00:00:00+00:00,ethereum
1228.929762684318,1668038400000,2022-11-10 00:00:00+00:00,ethereum
1265.6256366456319,1668124800000,2022-11-11 00:00:00+00:00,ethereum
1264.5300110341093,1668211200000,2022-11-12 00:00:00+00:00,ethereum
1240.3371242316828,1668297600000,2022-11-13 00:00:00+00:00,ethereum
1228.9306504785927,1668384000000,2022-11-14 00:00:00+00:00,ethereum
1258.4815521500052,1668470400000,2022-11-15 00:00:00+00:00,ethereum
1230.0468943605697,1668556800000,2022-11-16 00:00:00+00:00,ethereum
1205.727629999633,1668643200000,2022-11-17 00:00:00+00:00,ethereum
1214.730025159231,1668729600000,2022-11-18 00:00:00+00:00,ethereum
1210.834082203868,1668816000000,2022-11-19 00:00:00+00:00,ethereum
1193.2182580966155,1668902400000,2022-11-20 00:00:00+00:00,ethereum
